1.png	grinning face	😀️	\U0001F600\U0000FE0F	U+1F600	grinning face
2471.png	person swimming: medium-light skin tone	🏊🏼️	\U0001F3CA\U0001F3FC\U0000FE0F	U+1F3CA U+1F3FC	person swimming: medium-light skin tone
2472.png	person swimming: medium skin tone	🏊🏽️	\U0001F3CA\U0001F3FD\U0000FE0F	U+1F3CA U+1F3FD	person swimming: medium skin tone
2473.png	person swimming: medium-dark skin tone	🏊🏾️	\U0001F3CA\U0001F3FE\U0000FE0F	U+1F3CA U+1F3FE	person swimming: medium-dark skin tone
2474.png	person swimming: dark skin tone	🏊🏿️	\U0001F3CA\U0001F3FF\U0000FE0F	U+1F3CA U+1F3FF	person swimming: dark skin tone
2475.png	man swimming: light skin tone	🏊🏻‍♂️️	\U0001F3CA\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FB U+200D U+2642 U+FE0F	man swimming: light skin tone
2476.png	man swimming: medium-light skin tone	🏊🏼‍♂️️	\U0001F3CA\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FC U+200D U+2642 U+FE0F	man swimming: medium-light skin tone
2477.png	man swimming: medium skin tone	🏊🏽‍♂️️	\U0001F3CA\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FD U+200D U+2642 U+FE0F	man swimming: medium skin tone
2478.png	man swimming: medium-dark skin tone	🏊🏾‍♂️️	\U0001F3CA\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FE U+200D U+2642 U+FE0F	man swimming: medium-dark skin tone
2479.png	man swimming: dark skin tone	🏊🏿‍♂️️	\U0001F3CA\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FF U+200D U+2642 U+FE0F	man swimming: dark skin tone
2480.png	woman swimming: light skin tone	🏊🏻‍♀️️	\U0001F3CA\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FB U+200D U+2640 U+FE0F	woman swimming: light skin tone
2481.png	woman swimming: medium-light skin tone	🏊🏼‍♀️️	\U0001F3CA\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FC U+200D U+2640 U+FE0F	woman swimming: medium-light skin tone
2482.png	woman swimming: medium skin tone	🏊🏽‍♀️️	\U0001F3CA\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FD U+200D U+2640 U+FE0F	woman swimming: medium skin tone
2483.png	woman swimming: medium-dark skin tone	🏊🏾‍♀️️	\U0001F3CA\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FE U+200D U+2640 U+FE0F	woman swimming: medium-dark skin tone
2484.png	woman swimming: dark skin tone	🏊🏿‍♀️️	\U0001F3CA\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CA U+1F3FF U+200D U+2640 U+FE0F	woman swimming: dark skin tone
2485.png	person bouncing ball: light skin tone	⛹🏻️	\U000026F9\U0001F3FB\U0000FE0F	U+26F9 U+1F3FB	person bouncing ball: light skin tone
2486.png	person bouncing ball: medium-light skin tone	⛹🏼️	\U000026F9\U0001F3FC\U0000FE0F	U+26F9 U+1F3FC	person bouncing ball: medium-light skin tone
2487.png	person bouncing ball: medium skin tone	⛹🏽️	\U000026F9\U0001F3FD\U0000FE0F	U+26F9 U+1F3FD	person bouncing ball: medium skin tone
2488.png	person bouncing ball: medium-dark skin tone	⛹🏾️	\U000026F9\U0001F3FE\U0000FE0F	U+26F9 U+1F3FE	person bouncing ball: medium-dark skin tone
2489.png	person bouncing ball: dark skin tone	⛹🏿️	\U000026F9\U0001F3FF\U0000FE0F	U+26F9 U+1F3FF	person bouncing ball: dark skin tone
2490.png	man bouncing ball: light skin tone	⛹🏻‍♂️️	\U000026F9\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+26F9 U+1F3FB U+200D U+2642 U+FE0F	man bouncing ball: light skin tone
2491.png	man bouncing ball: medium-light skin tone	⛹🏼‍♂️️	\U000026F9\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+26F9 U+1F3FC U+200D U+2642 U+FE0F	man bouncing ball: medium-light skin tone
2492.png	man bouncing ball: medium skin tone	⛹🏽‍♂️️	\U000026F9\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+26F9 U+1F3FD U+200D U+2642 U+FE0F	man bouncing ball: medium skin tone
2493.png	man bouncing ball: medium-dark skin tone	⛹🏾‍♂️️	\U000026F9\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+26F9 U+1F3FE U+200D U+2642 U+FE0F	man bouncing ball: medium-dark skin tone
2494.png	man bouncing ball: dark skin tone	⛹🏿‍♂️️	\U000026F9\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+26F9 U+1F3FF U+200D U+2642 U+FE0F	man bouncing ball: dark skin tone
2495.png	woman bouncing ball: light skin tone	⛹🏻‍♀️️	\U000026F9\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+26F9 U+1F3FB U+200D U+2640 U+FE0F	woman bouncing ball: light skin tone
2496.png	woman bouncing ball: medium-light skin tone	⛹🏼‍♀️️	\U000026F9\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+26F9 U+1F3FC U+200D U+2640 U+FE0F	woman bouncing ball: medium-light skin tone
2497.png	woman bouncing ball: medium skin tone	⛹🏽‍♀️️	\U000026F9\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+26F9 U+1F3FD U+200D U+2640 U+FE0F	woman bouncing ball: medium skin tone
2498.png	woman bouncing ball: medium-dark skin tone	⛹🏾‍♀️️	\U000026F9\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+26F9 U+1F3FE U+200D U+2640 U+FE0F	woman bouncing ball: medium-dark skin tone
2499.png	woman bouncing ball: dark skin tone	⛹🏿‍♀️️	\U000026F9\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+26F9 U+1F3FF U+200D U+2640 U+FE0F	woman bouncing ball: dark skin tone
2500.png	person lifting weights: light skin tone	🏋🏻️	\U0001F3CB\U0001F3FB\U0000FE0F	U+1F3CB U+1F3FB	person lifting weights: light skin tone
2501.png	person lifting weights: medium-light skin tone	🏋🏼️	\U0001F3CB\U0001F3FC\U0000FE0F	U+1F3CB U+1F3FC	person lifting weights: medium-light skin tone
2502.png	person lifting weights: medium skin tone	🏋🏽️	\U0001F3CB\U0001F3FD\U0000FE0F	U+1F3CB U+1F3FD	person lifting weights: medium skin tone
2503.png	person lifting weights: medium-dark skin tone	🏋🏾️	\U0001F3CB\U0001F3FE\U0000FE0F	U+1F3CB U+1F3FE	person lifting weights: medium-dark skin tone
2504.png	person lifting weights: dark skin tone	🏋🏿️	\U0001F3CB\U0001F3FF\U0000FE0F	U+1F3CB U+1F3FF	person lifting weights: dark skin tone
2505.png	man lifting weights: light skin tone	🏋🏻‍♂️️	\U0001F3CB\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FB U+200D U+2642 U+FE0F	man lifting weights: light skin tone
2506.png	man lifting weights: medium-light skin tone	🏋🏼‍♂️️	\U0001F3CB\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FC U+200D U+2642 U+FE0F	man lifting weights: medium-light skin tone
2507.png	man lifting weights: medium skin tone	🏋🏽‍♂️️	\U0001F3CB\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FD U+200D U+2642 U+FE0F	man lifting weights: medium skin tone
2508.png	man lifting weights: medium-dark skin tone	🏋🏾‍♂️️	\U0001F3CB\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FE U+200D U+2642 U+FE0F	man lifting weights: medium-dark skin tone
2509.png	man lifting weights: dark skin tone	🏋🏿‍♂️️	\U0001F3CB\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FF U+200D U+2642 U+FE0F	man lifting weights: dark skin tone
2510.png	woman lifting weights: light skin tone	🏋🏻‍♀️️	\U0001F3CB\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FB U+200D U+2640 U+FE0F	woman lifting weights: light skin tone
2511.png	woman lifting weights: medium-light skin tone	🏋🏼‍♀️️	\U0001F3CB\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FC U+200D U+2640 U+FE0F	woman lifting weights: medium-light skin tone
2512.png	woman lifting weights: medium skin tone	🏋🏽‍♀️️	\U0001F3CB\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FD U+200D U+2640 U+FE0F	woman lifting weights: medium skin tone
2513.png	woman lifting weights: medium-dark skin tone	🏋🏾‍♀️️	\U0001F3CB\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FE U+200D U+2640 U+FE0F	woman lifting weights: medium-dark skin tone
2514.png	woman lifting weights: dark skin tone	🏋🏿‍♀️️	\U0001F3CB\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CB U+1F3FF U+200D U+2640 U+FE0F	woman lifting weights: dark skin tone
2515.png	person biking: light skin tone	🚴🏻️	\U0001F6B4\U0001F3FB\U0000FE0F	U+1F6B4 U+1F3FB	person biking: light skin tone
2516.png	person biking: medium-light skin tone	🚴🏼️	\U0001F6B4\U0001F3FC\U0000FE0F	U+1F6B4 U+1F3FC	person biking: medium-light skin tone
2517.png	person biking: medium skin tone	🚴🏽️	\U0001F6B4\U0001F3FD\U0000FE0F	U+1F6B4 U+1F3FD	person biking: medium skin tone
2518.png	person biking: medium-dark skin tone	🚴🏾️	\U0001F6B4\U0001F3FE\U0000FE0F	U+1F6B4 U+1F3FE	person biking: medium-dark skin tone
2519.png	person biking: dark skin tone	🚴🏿️	\U0001F6B4\U0001F3FF\U0000FE0F	U+1F6B4 U+1F3FF	person biking: dark skin tone
2520.png	man biking: light skin tone	🚴🏻‍♂️️	\U0001F6B4\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F	man biking: light skin tone
2521.png	man biking: medium-light skin tone	🚴🏼‍♂️️	\U0001F6B4\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F	man biking: medium-light skin tone
2522.png	man biking: medium skin tone	🚴🏽‍♂️️	\U0001F6B4\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F	man biking: medium skin tone
2523.png	man biking: medium-dark skin tone	🚴🏾‍♂️️	\U0001F6B4\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F	man biking: medium-dark skin tone
2524.png	man biking: dark skin tone	🚴🏿‍♂️️	\U0001F6B4\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F	man biking: dark skin tone
2525.png	woman biking: light skin tone	🚴🏻‍♀️️	\U0001F6B4\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F	woman biking: light skin tone
2526.png	woman biking: medium-light skin tone	🚴🏼‍♀️️	\U0001F6B4\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F	woman biking: medium-light skin tone
2527.png	woman biking: medium skin tone	🚴🏽‍♀️️	\U0001F6B4\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F	woman biking: medium skin tone
2528.png	woman biking: medium-dark skin tone	🚴🏾‍♀️️	\U0001F6B4\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F	woman biking: medium-dark skin tone
2529.png	woman biking: dark skin tone	🚴🏿‍♀️️	\U0001F6B4\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F	woman biking: dark skin tone
2530.png	person mountain biking: light skin tone	🚵🏻️	\U0001F6B5\U0001F3FB\U0000FE0F	U+1F6B5 U+1F3FB	person mountain biking: light skin tone
2531.png	person mountain biking: medium-light skin tone	🚵🏼️	\U0001F6B5\U0001F3FC\U0000FE0F	U+1F6B5 U+1F3FC	person mountain biking: medium-light skin tone
2532.png	person mountain biking: medium skin tone	🚵🏽️	\U0001F6B5\U0001F3FD\U0000FE0F	U+1F6B5 U+1F3FD	person mountain biking: medium skin tone
2533.png	person mountain biking: medium-dark skin tone	🚵🏾️	\U0001F6B5\U0001F3FE\U0000FE0F	U+1F6B5 U+1F3FE	person mountain biking: medium-dark skin tone
2534.png	person mountain biking: dark skin tone	🚵🏿️	\U0001F6B5\U0001F3FF\U0000FE0F	U+1F6B5 U+1F3FF	person mountain biking: dark skin tone
2535.png	man mountain biking: light skin tone	🚵🏻‍♂️️	\U0001F6B5\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F	man mountain biking: light skin tone
2536.png	man mountain biking: medium-light skin tone	🚵🏼‍♂️️	\U0001F6B5\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F	man mountain biking: medium-light skin tone
2537.png	man mountain biking: medium skin tone	🚵🏽‍♂️️	\U0001F6B5\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F	man mountain biking: medium skin tone
2538.png	man mountain biking: medium-dark skin tone	🚵🏾‍♂️️	\U0001F6B5\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F	man mountain biking: medium-dark skin tone
2539.png	man mountain biking: dark skin tone	🚵🏿‍♂️️	\U0001F6B5\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F	man mountain biking: dark skin tone
2540.png	woman mountain biking: light skin tone	🚵🏻‍♀️️	\U0001F6B5\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F	woman mountain biking: light skin tone
2541.png	woman mountain biking: medium-light skin tone	🚵🏼‍♀️️	\U0001F6B5\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F	woman mountain biking: medium-light skin tone
2542.png	woman mountain biking: medium skin tone	🚵🏽‍♀️️	\U0001F6B5\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F	woman mountain biking: medium skin tone
2543.png	woman mountain biking: medium-dark skin tone	🚵🏾‍♀️️	\U0001F6B5\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F	woman mountain biking: medium-dark skin tone
2544.png	woman mountain biking: dark skin tone	🚵🏿‍♀️️	\U0001F6B5\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F	woman mountain biking: dark skin tone
2545.png	person cartwheeling: light skin tone	🤸🏻️	\U0001F938\U0001F3FB\U0000FE0F	U+1F938 U+1F3FB	person cartwheeling: light skin tone
2546.png	person cartwheeling: medium-light skin tone	🤸🏼️	\U0001F938\U0001F3FC\U0000FE0F	U+1F938 U+1F3FC	person cartwheeling: medium-light skin tone
2547.png	person cartwheeling: medium skin tone	🤸🏽️	\U0001F938\U0001F3FD\U0000FE0F	U+1F938 U+1F3FD	person cartwheeling: medium skin tone
2548.png	person cartwheeling: medium-dark skin tone	🤸🏾️	\U0001F938\U0001F3FE\U0000FE0F	U+1F938 U+1F3FE	person cartwheeling: medium-dark skin tone
2549.png	person cartwheeling: dark skin tone	🤸🏿️	\U0001F938\U0001F3FF\U0000FE0F	U+1F938 U+1F3FF	person cartwheeling: dark skin tone
2550.png	man cartwheeling: light skin tone	🤸🏻‍♂️️	\U0001F938\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F938 U+1F3FB U+200D U+2642 U+FE0F	man cartwheeling: light skin tone
2551.png	man cartwheeling: medium-light skin tone	🤸🏼‍♂️️	\U0001F938\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F938 U+1F3FC U+200D U+2642 U+FE0F	man cartwheeling: medium-light skin tone
2552.png	man cartwheeling: medium skin tone	🤸🏽‍♂️️	\U0001F938\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F938 U+1F3FD U+200D U+2642 U+FE0F	man cartwheeling: medium skin tone
2553.png	man cartwheeling: medium-dark skin tone	🤸🏾‍♂️️	\U0001F938\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F938 U+1F3FE U+200D U+2642 U+FE0F	man cartwheeling: medium-dark skin tone
2554.png	man cartwheeling: dark skin tone	🤸🏿‍♂️️	\U0001F938\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F938 U+1F3FF U+200D U+2642 U+FE0F	man cartwheeling: dark skin tone
2555.png	woman cartwheeling: light skin tone	🤸🏻‍♀️️	\U0001F938\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F938 U+1F3FB U+200D U+2640 U+FE0F	woman cartwheeling: light skin tone
2556.png	woman cartwheeling: medium-light skin tone	🤸🏼‍♀️️	\U0001F938\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F938 U+1F3FC U+200D U+2640 U+FE0F	woman cartwheeling: medium-light skin tone
2557.png	woman cartwheeling: medium skin tone	🤸🏽‍♀️️	\U0001F938\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F938 U+1F3FD U+200D U+2640 U+FE0F	woman cartwheeling: medium skin tone
2558.png	woman cartwheeling: medium-dark skin tone	🤸🏾‍♀️️	\U0001F938\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F938 U+1F3FE U+200D U+2640 U+FE0F	woman cartwheeling: medium-dark skin tone
2559.png	woman cartwheeling: dark skin tone	🤸🏿‍♀️️	\U0001F938\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F938 U+1F3FF U+200D U+2640 U+FE0F	woman cartwheeling: dark skin tone
2560.png	person playing water polo: light skin tone	🤽🏻️	\U0001F93D\U0001F3FB\U0000FE0F	U+1F93D U+1F3FB	person playing water polo: light skin tone
2561.png	person playing water polo: medium-light skin tone	🤽🏼️	\U0001F93D\U0001F3FC\U0000FE0F	U+1F93D U+1F3FC	person playing water polo: medium-light skin tone
2562.png	person playing water polo: medium skin tone	🤽🏽️	\U0001F93D\U0001F3FD\U0000FE0F	U+1F93D U+1F3FD	person playing water polo: medium skin tone
2563.png	person playing water polo: medium-dark skin tone	🤽🏾️	\U0001F93D\U0001F3FE\U0000FE0F	U+1F93D U+1F3FE	person playing water polo: medium-dark skin tone
2564.png	person playing water polo: dark skin tone	🤽🏿️	\U0001F93D\U0001F3FF\U0000FE0F	U+1F93D U+1F3FF	person playing water polo: dark skin tone
2565.png	man playing water polo: light skin tone	🤽🏻‍♂️️	\U0001F93D\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93D U+1F3FB U+200D U+2642 U+FE0F	man playing water polo: light skin tone
2566.png	man playing water polo: medium-light skin tone	🤽🏼‍♂️️	\U0001F93D\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93D U+1F3FC U+200D U+2642 U+FE0F	man playing water polo: medium-light skin tone
2567.png	man playing water polo: medium skin tone	🤽🏽‍♂️️	\U0001F93D\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93D U+1F3FD U+200D U+2642 U+FE0F	man playing water polo: medium skin tone
2568.png	man playing water polo: medium-dark skin tone	🤽🏾‍♂️️	\U0001F93D\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93D U+1F3FE U+200D U+2642 U+FE0F	man playing water polo: medium-dark skin tone
2569.png	man playing water polo: dark skin tone	🤽🏿‍♂️️	\U0001F93D\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93D U+1F3FF U+200D U+2642 U+FE0F	man playing water polo: dark skin tone
2570.png	woman playing water polo: light skin tone	🤽🏻‍♀️️	\U0001F93D\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93D U+1F3FB U+200D U+2640 U+FE0F	woman playing water polo: light skin tone
2571.png	woman playing water polo: medium-light skin tone	🤽🏼‍♀️️	\U0001F93D\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93D U+1F3FC U+200D U+2640 U+FE0F	woman playing water polo: medium-light skin tone
2572.png	woman playing water polo: medium skin tone	🤽🏽‍♀️️	\U0001F93D\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93D U+1F3FD U+200D U+2640 U+FE0F	woman playing water polo: medium skin tone
2573.png	woman playing water polo: medium-dark skin tone	🤽🏾‍♀️️	\U0001F93D\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93D U+1F3FE U+200D U+2640 U+FE0F	woman playing water polo: medium-dark skin tone
2574.png	woman playing water polo: dark skin tone	🤽🏿‍♀️️	\U0001F93D\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93D U+1F3FF U+200D U+2640 U+FE0F	woman playing water polo: dark skin tone
2575.png	person playing handball: light skin tone	🤾🏻️	\U0001F93E\U0001F3FB\U0000FE0F	U+1F93E U+1F3FB	person playing handball: light skin tone
2576.png	person playing handball: medium-light skin tone	🤾🏼️	\U0001F93E\U0001F3FC\U0000FE0F	U+1F93E U+1F3FC	person playing handball: medium-light skin tone
2577.png	person playing handball: medium skin tone	🤾🏽️	\U0001F93E\U0001F3FD\U0000FE0F	U+1F93E U+1F3FD	person playing handball: medium skin tone
2578.png	person playing handball: medium-dark skin tone	🤾🏾️	\U0001F93E\U0001F3FE\U0000FE0F	U+1F93E U+1F3FE	person playing handball: medium-dark skin tone
2579.png	person playing handball: dark skin tone	🤾🏿️	\U0001F93E\U0001F3FF\U0000FE0F	U+1F93E U+1F3FF	person playing handball: dark skin tone
2580.png	man playing handball: light skin tone	🤾🏻‍♂️️	\U0001F93E\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93E U+1F3FB U+200D U+2642 U+FE0F	man playing handball: light skin tone
2581.png	man playing handball: medium-light skin tone	🤾🏼‍♂️️	\U0001F93E\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93E U+1F3FC U+200D U+2642 U+FE0F	man playing handball: medium-light skin tone
2582.png	man playing handball: medium skin tone	🤾🏽‍♂️️	\U0001F93E\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93E U+1F3FD U+200D U+2642 U+FE0F	man playing handball: medium skin tone
2583.png	man playing handball: medium-dark skin tone	🤾🏾‍♂️️	\U0001F93E\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93E U+1F3FE U+200D U+2642 U+FE0F	man playing handball: medium-dark skin tone
2584.png	man playing handball: dark skin tone	🤾🏿‍♂️️	\U0001F93E\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93E U+1F3FF U+200D U+2642 U+FE0F	man playing handball: dark skin tone
2585.png	woman playing handball: light skin tone	🤾🏻‍♀️️	\U0001F93E\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93E U+1F3FB U+200D U+2640 U+FE0F	woman playing handball: light skin tone
2586.png	woman playing handball: medium-light skin tone	🤾🏼‍♀️️	\U0001F93E\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93E U+1F3FC U+200D U+2640 U+FE0F	woman playing handball: medium-light skin tone
2587.png	woman playing handball: medium skin tone	🤾🏽‍♀️️	\U0001F93E\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93E U+1F3FD U+200D U+2640 U+FE0F	woman playing handball: medium skin tone
2588.png	woman playing handball: medium-dark skin tone	🤾🏾‍♀️️	\U0001F93E\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93E U+1F3FE U+200D U+2640 U+FE0F	woman playing handball: medium-dark skin tone
2589.png	woman playing handball: dark skin tone	🤾🏿‍♀️️	\U0001F93E\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93E U+1F3FF U+200D U+2640 U+FE0F	woman playing handball: dark skin tone
2590.png	person juggling: light skin tone	🤹🏻️	\U0001F939\U0001F3FB\U0000FE0F	U+1F939 U+1F3FB	person juggling: light skin tone
2591.png	person juggling: medium-light skin tone	🤹🏼️	\U0001F939\U0001F3FC\U0000FE0F	U+1F939 U+1F3FC	person juggling: medium-light skin tone
2592.png	person juggling: medium skin tone	🤹🏽️	\U0001F939\U0001F3FD\U0000FE0F	U+1F939 U+1F3FD	person juggling: medium skin tone
2593.png	person juggling: medium-dark skin tone	🤹🏾️	\U0001F939\U0001F3FE\U0000FE0F	U+1F939 U+1F3FE	person juggling: medium-dark skin tone
2594.png	person juggling: dark skin tone	🤹🏿️	\U0001F939\U0001F3FF\U0000FE0F	U+1F939 U+1F3FF	person juggling: dark skin tone
2595.png	man juggling: light skin tone	🤹🏻‍♂️️	\U0001F939\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F939 U+1F3FB U+200D U+2642 U+FE0F	man juggling: light skin tone
2596.png	man juggling: medium-light skin tone	🤹🏼‍♂️️	\U0001F939\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F939 U+1F3FC U+200D U+2642 U+FE0F	man juggling: medium-light skin tone
2597.png	man juggling: medium skin tone	🤹🏽‍♂️️	\U0001F939\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F939 U+1F3FD U+200D U+2642 U+FE0F	man juggling: medium skin tone
2598.png	man juggling: medium-dark skin tone	🤹🏾‍♂️️	\U0001F939\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F939 U+1F3FE U+200D U+2642 U+FE0F	man juggling: medium-dark skin tone
2599.png	man juggling: dark skin tone	🤹🏿‍♂️️	\U0001F939\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F939 U+1F3FF U+200D U+2642 U+FE0F	man juggling: dark skin tone
2600.png	woman juggling: light skin tone	🤹🏻‍♀️️	\U0001F939\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F939 U+1F3FB U+200D U+2640 U+FE0F	woman juggling: light skin tone
